"";"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"AB[46,6]";9,731;4,25413773212881;4;7;9;12;20;1,00355585145341;710
"AB[47,6]";7,417;3,4953139501059;3;5;7;9;16;1,00153307296872;2000
"AB[48,6]";9,8885;3,51614126204955;5;7;9;12;19;1,00275054992634;940
"AB[49,6]";7,285;4,17654124226905;2;4,72870804501588;7;9;17;1,00467794931635;750
"AB[50,6]";8,7895;4,30783802901665;3;6;8;11;19;1,00367743637505;810
"AB[51,6]";14,1665;5,21376729771452;7;11;13;16;28;1,00902655853273;400
"AB[52,6]";9,456;5,14103872185085;3;6;8;11;22;1,00327939466978;820
"AB[53,6]";18,0155;8,27638260380115;8;13;16;21;38;1,00837848717096;460
"AB[54,6]";15,7735;6,71749656717926;7;12;15;18;33,024637887379;1,00788668983546;430
"AB[55,6]";16,9695;7,20503476834128;8;12;16;20;34;1,00836042167092;390
"AB[56,6]";14,393;6,42714595310792;7;10;13;17;30;1,00523812742337;500
"AB[57,6]";18,0585;11,7279516615259;6;11;15;22;48;1,00386199289622;940
"AB[58,6]";21,483;10,2267298782163;10;15;19;25;45,0247330645077;1,00808150353161;420
"AB[59,6]";13,004;8,87115171025349;3;8;11;16;34;1,00346385864298;1200
"AB[60,6]";12,0545;6,75257938970044;4;8;11;15;29,024589043577;1,00954615402849;310
"AB[1,7]";3,2235;1,30207351855564;2;2;3;4;6;1,00464996787423;960
"AB[2,7]";1,477;1,38723942295779;0;0;1;2;5;1,00672386393726;510
"AB[3,7]";3,3255;1,33395632227404;2;2;3;4;7;1,00294539091068;1000
"AB[4,7]";1,222;1,33589232505921;0;0;1;2;4,02499999999986;1,00641069377019;610
"AB[5,7]";3,4415;1,44069967646936;2;2;3;4;7;1,00460937339358;640
"AB[6,7]";2,222;1,33776335926902;1;1;2;3;6;1,00354413915455;710
"AB[7,7]";2,757;1,54439100353048;1;2;2;3;6,02316721382361;1,00464227716377;540
"AB[8,7]";3,9095;1,54126490219864;2;3;4;5;7;1,00340677816164;1300
"AB[9,7]";1,3475;1,43414508891815;0;0;1;2;5;1,00742487432617;890
"AB[10,7]";3,617;1,52133764632216;2;2;3;4;7;1,00648502710263;390
"AB[11,7]";1,3165;1,35397354929337;0;0;1;2;5;1,00799378430263;420
"AB[12,7]";2,719;1,5704369252116;1;2;2;3;7;1,00081606576405;2000
"AB[13,7]";4,724;1,901481479244;2;3;4;6;9;1,00193451059101;1300
"AB[14,7]";5,2665;1,89083721739639;3;4;5;6;10;1,00302487079391;830
"AB[15,7]";1,766;1,66482125614357;0;1;1;2;6;1,0039566578664;780
"AB[16,7]";4,1865;1,88692819126736;1;3;4;5;8;1,00785957137879;320
"AB[17,7]";1,962;1,69380946249797;0;1;2;3;6;1,00191353386996;1400
"AB[18,7]";1,1995;1,26510869098273;0;0;1;2;4;1,00899862274392;490
"AB[19,7]";3,25;1,97698108921496;1;2;3;4;8;1,00458737794546;550
"AB[20,7]";4,46;1,44306660297103;3;3;4;5;8;1,00670353977406;380
"AB[21,7]";5,7695;1,55034561816644;4;5;5;7;9;1,00471915543956;740
"AB[22,7]";1,319;1,34206541188753;0;0;1;2;5;1,0162999690737;240
"AB[23,7]";2,256;1,34326698131515;1;1;2;3;5,02284221289989;1,0026832643208;930
"AB[24,7]";1,297;1,36041036388992;0;0;1;2;5;1,00632713867101;650
"AB[25,7]";3,28;1,33547435238304;2;2;3;4;6,02316721382361;1,00409417559311;640
"AB[26,7]";2,222;1,28473392989963;1;1;2;3;5;1,00186843494177;1300
"AB[27,7]";1,1835;1,26713478575984;0;0;1;2;4;1,00599298061861;570
"AB[28,7]";2,3225;1,32188026451601;1;1;2;3;5;1,01170879739941;220
"AB[29,7]";2,6705;1,51462100487026;1;2;2;3;6;1,00389603823933;640
"AB[30,7]";1,258;1,35290471785259;0;0;1;2;5;1,00413405625472;730
"AB[31,7]";3,4745;1,39833022341176;2;2;3;4;7;1,00159278439905;1600
"AB[32,7]";3,7125;1,82661216628024;1;2;3;5;8;1,00148073879135;1700
"AB[33,7]";6,992;1,82636354592972;4;6;7;8;11;1,00263826771673;950
"AB[34,7]";3,9675;1,65160759680588;2;3;4;5;8;1,00159783808327;2000
"AB[35,7]";3,4795;1,66522257765037;1;2;3;4;7;1,00259287912746;970
"AB[36,7]";5,468;2,03864023972193;3;4;5;6;10;1,00208338634145;1200
"AB[37,7]";4,5015;2,03962687491962;2;3;4;6;10;1,00271153399372;920
"AB[38,7]";5,638;2,21594476591875;3;4;5;7;11;1,00143866648003;1700
"AB[39,7]";6,0845;2,28866308996532;3;4;6;7;11,0239541727959;1,00198799521632;1300
"AB[40,7]";5,5185;1,8760110497354;3;4;5;7;10;1,00509073330397;490
"AB[41,7]";4,564;1,82854471859288;2;3;4;6;9;1,00275469148712;910
"AB[42,7]";2,714;1,58475857147546;1;2;2;3;7;1,00130005587529;1900
"AB[43,7]";2,809;1,58422658952041;1;2;3;4;7;1,00631803826334;400
"AB[44,7]";4,2935;1,89582563212278;1;3;4;5;9;1,00084325121251;2000
"AB[45,7]";4,1965;1,99922139671841;2;3;4;5;9;1,00243995794336;1000
"AB[46,7]";3,303;1,89762786018434;1;2;3;4;8;1,00206840660633;1200
"AB[47,7]";4,341;2,03980376499796;2;3;4;5;9;1,0032285481846;780
"AB[48,7]";6,2185;1,85754757449054;4;5;6;7;11;1,00148017393826;1700
"AB[49,7]";2,172;2,01257079890627;0;1;2;3;7;1,00861394832316;650
"AB[50,7]";4,619;2,03024627815815;2;3;4;6;9;1,00252244719502;990
"AB[51,7]";4,442;1,9079979633412;2;3;4;5;9;1,00054367249644;2000
"AB[52,7]";2,5125;1,42402867907897;1;1;2;3;6;1,00223632614776;1100
"AB[53,7]";5,358;1,99168757833775;3;4;5;6;10;1,00606692830788;410
"AB[54,7]";1,8815;1,86096462746401;0;1;1;3;6;1,00082679336119;2000
"AB[55,7]";3,94;1,8201803559714;2;3;4;5;8;1,00072529030008;2000
"AB[1,8]";3,2575;2,19444789201645;1;2;3;4;9;1,0006873354488;2000
"AB[2,8]";4,829;2,2174800131691;2;3;4;6;10;1,00246457925173;1000
"AB[3,8]";2,2575;1,94989609912907;0;1;2;3;7;1,00304032212783;820
"AB[4,8]";4,426;2,12433057460346;2;3;4;5;9,02373736456081;1,00217228730737;1200
"AB[5,8]";6,3605;2,10089186378349;4;5;6;7;11;1,00590132316489;430
"AB[6,8]";6,8285;2,60316653097606;3;5;6;8;13;1,00676886442015;450
"AB[7,8]";3,593;3,26154408753239;0;1;3;5;12;1,00358405664304;710
"AB[8,8]";5,2665;2,87081844589217;2;3;5;6;13;1,00321870586442;780
"AB[9,8]";4,0815;2,57102369328168;1;2;4;5;10;1,00179653981418;1400
"AB[10,8]";7,4365;3,74686365426096;3;5;7;9;17;1,00963909679919;260
"AB[11,8]";5,8755;3,56670161777167;2;4;5;7;15;1,00743863255895;340
"AB[12,8]";10,5235;4,88839400498507;5;7;9;12;22;1,00738016908765;340
"AB[13,8]";3,7005;2,21839139472506;1;2;3;5;9;1,00136975540572;1800
"AB[14,8]";2,9595;1,88484377815086;1;2;3;4;7;1,00062937985937;2000
"AB[15,8]";7,319;2,23489068372126;4;6;7;8;13;1,00047453153424;2000
"AB[16,8]";3,475;2,0905885009107;1;2;3;4;9;1,00160723942921;2000
"AB[17,8]";2,814;1,75012441492994;1;2;2;4;7;1,00473956937519;530
"AB[18,8]";2,9945;1,79585141121017;1;2;3;4;7;1,00055993355577;2000
"AB[19,8]";4,143;2,18218513558838;1;3;4;5;9,02373736456081;1,00695203917887;420
"AB[20,8]";5,3245;1,92120932556457;3;4;5;6;10;1,00230782711152;1100
"AB[21,8]";6,942;3,55344191942645;3;5;6;8;16;1,00599627824249;420
"AB[22,8]";5,692;2,57302277936121;2;4;5;7;12;1,00121818552364;2000
"AB[23,8]";6,9135;4,2106867244365;2;4;6;8;17,0243096905372;1,00247798685017;1000
"AB[24,8]";6,1125;3,70994954316181;2;4;5;7;16;1,00469126089792;540
"AB[25,8]";6,948;3,41483917092469;3;5;6;8;16;1,00475772667033;620
"AB[26,8]";6,639;2,64124347297665;3;5;6;8;13;1,00187145263423;1300
"AB[27,8]";3,3125;3,06015130557404;0;1;3;4;11;1,01297727521001;500
"AB[28,8]";2,27;1,98319604004917;0;1;2;3;7;1,00074187956778;2000
"AB[29,8]";2,6925;2,29708120035417;0;1;2;4;8;1,00629277988582;1100
"AB[30,8]";4,834;2,34951146029361;2;3;4;6;11;1,00196684279843;1300
"AB[31,8]";6,1295;3,2052873012168;2;4;5;7;14;1,00370238861236;680
"AB[32,8]";5,7015;2,46869296845239;2;4;5;7;12;1,00159595046216;1600
"AB[33,8]";3,8145;2,52512928162984;1;2;3;5;10;1,00196491801449;1300
"AB[34,8]";3,8075;2,43318802232299;1;2;3;5;10;1,00478206425506;530
"AB[35,8]";7,9015;3,47243814391731;3;6;7;10;16;1,00067069540957;2000
"AB[36,8]";3,941;2,49792690433682;1;2;3;5;10;1,00154887462793;1600
"AB[37,8]";11,2205;3,81695747057339;6;9;11;13;21;1,00058045945641;2000
"AB[38,8]";9,593;3,627524013047;5;7;9;11;19;1,00032050663543;2000
"AB[39,8]";5,68;3,26449513159877;2;4;5;7;14;1,00271989605487;920
"AB[40,8]";6,7045;4,0522080332792;2;4;6;8;16;1,00189874827432;1300
"AB[1,9]";30,432;12,5426885282924;14,974149972946;22;28;36;62;1,00461035858194;540
"AB[2,9]";29,6125;9,99876649470866;16;23;28;34;54,0247770197296;1,00098307289322;2000
"AB[3,9]";30,4245;10,2049189087894;16;24;28;35;56;1,00351293530663;980
"AB[4,9]";28,61;12,1942301776214;13;20;26;34;58;1,00368750788621;740
"AB[5,9]";30,6185;9,6877181880898;18;24;29;35;57;1,00412381842319;610
"AB[6,9]";28,302;9,73463803070223;15;22;26;32;53,024772864011;1,00277684482029;900
"AB[7,9]";26,4455;9,42541505582047;14;20;25;31;50;1,00497536266248;530
"AB[8,9]";22,577;7,98272716347513;12;17;21;26;42;1,00140571489265;1800
"AB[9,9]";27,5335;9,0608458332325;16;21;26;31;50;1,00249169290059;1000
"AB[10,9]";30,0305;9,42560293802858;17;24;28;34;54;1,00346084921341;720
"AB[11,9]";28,622;8,61517420678809;16;23;27;33;50;1,00205860204681;1200
"AB[12,9]";17,591;7,4653589861705;8;12;16;21;36;1,00163613283251;1500
"AB[13,9]";27,582;8,95099637850915;15;21;26;32;51;1,00150524164668;2000
"AB[14,9]";24,374;9,5410502472165;12;18;23;29;48,0247495230642;1,00225193727458;1100
"AB[15,9]";21,2125;8,34992241593754;10;16;19;25;44;1,00239782607101;1100
"AB[16,9]";27,1465;8,52451590623876;15;21;25;31;48;1,00142507231877;1900
"AB[17,9]";24,8595;7,9830836499614;14;19;23;29;45;1,00143007959596;1700
"AB[18,9]";20,9265;8,0889933648649;10;15;19;24,2461860561195;41;1,00062541039089;2000
"AB[19,9]";28,909;9,10775464081561;16;23;27;33;51;1,00083505531066;2000
"AB[20,9]";28,7295;9,94212012733266;15;22;27;33;55;1,00201871146786;1200
"AB[21,9]";25,9565;9,32545386535683;13;20;24;30;50,0247594123821;1,00215186125245;1200
"AB[22,9]";36,944;11,9655526920244;20,9744007793621;29;35;43;68,0248224884719;1,00262839318455;950
"AB[23,9]";34,9535;11,2305565512233;20;27;33;40;66;1,00283020594343;890
"AB[24,9]";32,097;10,2430977504739;18;25;30;37;58;1,00197354042096;1300
"AB[25,9]";29,2125;9,71841383836717;16;23;27;34;55;1,00457336064165;550
"AB[26,9]";25,8245;8,83032768891091;14;20;24;30;48;1,00233433355294;1100
"AB[27,9]";25,722;8,12309721437439;14;20;24;30;47;1,00026505625419;2000
"AB[28,9]";25,187;8,64716240791479;13;19;24;29;46;1,00089810096399;2000
"AB[29,9]";25,16;8,95631105723092;13;19;23;29;48;1,0038998608574;680
"AB[30,9]";26,2885;8,83183267415047;14;20;25;30;49;1,00387170038695;930
"AB[31,9]";16,7255;8,43609706065599;6;11;15;20;38;1,00350025460254;720
"AB[32,9]";19,2525;8,04979150796222;8;14;18;23;40,0488199322727;1,00060351751927;2000
"AB[33,9]";19,835;7,74046073345656;10;14;18;23;39;1,00196003199841;1300
"AB[34,9]";23,6705;8,20149754807103;12;18;22;27;45;1,00241215732148;1000
"AB[35,9]";26,5005;9,46444861805598;14;20;25;30,2469344053015;52,0247685504459;1,00279708782319;900
"AB[36,9]";25,6155;8,97540744029813;14;19;24;30;47,0247442671258;1,00332157854935;1200
"AB[37,9]";25,0725;8,97677754082771;13;19;23;29;48;1,00188844788926;2000
"AB[38,9]";32,6025;10,7421688147889;17,9742970823707;25;31;37;59,0247957084568;1,00252430133069;990
"AB[39,9]";33,1325;11,314811365114;18;25;31;38;61,0248023352239;1,00166792025053;1500
"AB[40,9]";34,827;11,3255995692414;19;27;33;40;64;1,00690731196395;410
"AB[41,9]";33,542;11,5402697070933;18;26;31;39;62,0248054899599;1,00437223954469;940
"AB[42,9]";39,1995;12,7052907072596;22;30;37;45;71;1,00302679849782;910
"AB[43,9]";27,041;9,07030618155271;14;21;26;31;50;1,00425300693164;870
"AB[44,9]";19,4355;7,55111577349418;9;14;18;23;39;1,00278155831924;900
"AB[45,9]";20,492;7,83234376188905;10;15;19;24;40,0247002357227;1,00250135584184;1200
"AB[46,9]";32,934;9,08861625731532;20;27;32;37;55;1,00222801480847;1100
"AB[47,9]";23,6075;8,27004477438212;13;18;22;27;44;1,00210687661042;1200
"AB[48,9]";21,3045;8,75837509571032;10;15;19;25;45;1,00148980652548;1700
"AB[49,9]";23,305;9,67883334433721;11;17;21;27;48;1,00256069289682;980
"AB[50,9]";35,196;12,7832425325041;18;26;33;41;68;1,00433657996659;580
"AB[51,9]";26,0805;9,98718637534358;12;19;24;30;51;1,00321892202669;850
"AB[52,9]";31,974;10,3729032850635;18;25;30;37;57,0247886219404;1,00326894714198;770
"AB[53,9]";32,4405;9,6540696227104;19;26;31;37;56;1,00162658495944;1500
"AB[54,9]";30,6675;8,76694778339179;18;25;29;35;52;1,00193616069427;1300
"AB[55,9]";25,2505;8,65038521293509;13;19;24;29;47;1,00270288216485;930
"AB[56,9]";30,0485;9,43417455715059;17;23,7459959987909;28;35;54;1,00304917266931;910
"AB[57,9]";26,636;8,65054448922032;15;21;25;30;48;1,00107231148787;2000
"AB[58,9]";21,614;8,13419243338094;10;16;20;26;43;1,00258920280754;970
"AB[59,9]";29,168;9,82782117432534;16;23;27;33;55,0247810261102;1,00193438849476;1300
"BI[1,1]";1,854515;11,5656569063158;0;0;0;0;12;1,11170825581441;1200
"BI[2,1]";3,410745;17,2162556883011;1,09;1,09;1,09;1,09;13,09;1,00040405053639;2000
"BI[3,1]";22,96366;13,7712113750305;10,59;16,59;20,09;29,59;48,59;1,00390644402228;750
"BI[4,1]";10,66824;14,9257455573459;6;6;6;12;36;1,00543510210173;1500
"BI[5,1]";6,54871;16,4191541453064;1,09;1,09;1,09;7,09;32,09;1,00229918099629;1300
"BI[6,1]";15,9142;11,7781400123735;10,59;10,59;10,59;20,09;34,9947374706413;1,00003987344483;2000
"BI[7,1]";12,547695;10,366281731433;9,5;9,5;9,5;14;27,5245671487995;1,00048010759397;2000
"BI[8,1]";2,15623;10,2204179199447;0;0;0;0;12;1,01186950745132;1800
"BI[9,1]";11,36263;7,5282495212051;9,5;9,5;9,5;9,5;21,5;1,00539345934196;2000
"BI[10,1]";1,09363;8,79266645647409;0;0;0;0;9,5;1,2470767897668;850
"BI[11,1]";11,930255;11,1802326848064;9,5;9,5;9,5;9,5;23,5148163776494;1,00352099372704;1700
"BI[12,1]";11,990675;9,90439186843462;9,5;9,5;9,5;9,5;20,09;1,00151332938457;2000
"BI[13,1]";0,749655000000001;8,48421306112754;0;0;0;0;9,5;1,25292659611883;920
"BI[14,1]";1,73969500000001;9,77538606620462;0;0;0;0;12;1,06200118296233;1100
"BI[15,1]";1,356165;11,2056020901099;0;0;0;0;9,5;1,15887557929373;980
"BI[16,1]";1,774335;11,036419955787;0;0;0;0;10,59;1,07288928745947;1000
"BI[17,1]";15,50427;13,103651884626;9,5;9,5;9,5;19;29,6244559539766;1,00076928970235;2000
"BI[18,1]";0,720070000000002;4,9385771196858;0;0;0;0;9,5;1,16182303522233;880
"BI[19,1]";2,15394;8,32904812675203;0;0;0;0;12;1,00500037203404;2000
"BI[20,1]";6,54973499999999;13,8145682896096;1,09;1,09;1,09;7,09;32,18;1,00043586659447;2000
"BI[21,1]";18,431415;23,6181897335704;6;6;12;19,09;61,1002166113643;1,00457424471401;550
"BI[22,1]";12,03928;23,7741160377897;0;0;6;12;61,2127499999993;1,02314976573477;1300
"BI[23,1]";2,084045;7,99349962194763;0;0;0;0;12,0122499999999;1,05199776484127;2000
"BI[24,1]";3,61221;11,9549356735776;0;0;0;6;24;1,02450206824941;2000
"BI[25,1]";18,5736;24,6622647275295;6;6;12;18;78,5124613482924;1,00223666227407;1100
"BI[26,1]";18,280345;25,8397607564184;6;6;12;18;72;1,00454784943036;650
"BI[27,1]";12,9821;13,1856190019366;9,5;9,5;9,5;14;33,5246431883986;1,00304767489902;1500
"BI[28,1]";12,23058;9,19335133767929;9,5;9,5;9,5;11,68;25;1,00320363165941;2000
"BI[29,1]";22,59774;13,648728376136;10,59;16,59;20,09;28,59;47,59;1,00056632476635;2000
"BI[30,1]";6,586;18,2421472576086;0;0;0;6;36;1,02598727601454;2000
"BI[31,1]";32,338705;27,5050672519674;15,5;21,5;27,5;34,59;87,5248617534173;1,00995915262372;390
"BI[32,1]";11,4726;12,0298617625896;7,09;7,09;8,18;13,09;32,18;1,0013850417244;2000
"BI[33,1]";2,872765;9,76744245802675;1,09;1,09;1,09;1,09;11,68;1,0094112888751;690
"BI[34,1]";1,17886000000001;5,20917095432819;0;0;0;0;9,5;1,10031728365396;1300
"BI[35,1]";13,843565;13,2373193189615;9,5;9,5;9,5;15,5;31;1,00086679191114;2000
"BI[36,1]";5,16951999999999;15,6440779612359;1,09;1,09;1,09;7,09;25,09;1,00647241273911;690
"BI[37,1]";9,12894999999999;21,7600143637372;0;0;6;10,59;48;1,05606323744769;480
"BI[38,1]";2,17311;11,8574907873371;0;0;0;0;15,5;1,18653933068678;660
"BI[39,1]";1,387555;11,9132184425036;0;0;0;0;9,5;1,16843968350565;2000
"BI[40,1]";1,51417;10,1879462079001;0;0;0;0;9,5;1,06062724122263;2000
"BI[41,1]";11,95399;10,7224670122743;9,5;9,5;9,5;9,5;27,5;1,00555793676892;2000
"BI[42,1]";4,713175;15,978234910803;0;0;0;6;30,0025;1,0261146611106;1800
"BI[43,1]";2,884985;11,0614026015477;0;0;0;1,09;18;1,13373281206035;820
"BI[44,1]";12,015395;9,87845268033695;9,5;9,5;9,5;10,59;25;1,00035861823904;2000
"BI[45,1]";1,220735;12,864246240081;0;0;0;0;9,5;1,16355497584979;1600
"BI[46,1]";1,07357;7,88036400958486;0;0;0;0;9,5;1,05121461427966;2000
"BI[47,1]";2,10165;9,35706035925718;0;0;0;0;12,5;1,09034337445477;640
"BI[48,1]";12,21145;13,4442187093877;7,09;7,09;8,18;13,1372436209095;33,27;1,00676853137774;900
"BI[49,1]";14,5645;17,462171863004;7,09;8,18;9,27;15,27;40,2722475521792;1,01043063318146;440
"BI[50,1]";1,54151;8,4508489777135;0;0;0;0;10,6102499999999;1,12808003700281;620
"BI[51,1]";11,09138;17,1790251600123;9,5;9,5;9,5;9,5;19;1,02683191152703;870
"BI[52,1]";1,40823500000001;17,4912838247992;0;0;0;0;9,5;1,20473851333932;910
"BI[1,2]";37,234355;17,2243828036146;25;25;25;50;75;1,0007131262572;2000
"BI[2,2]";20,55068;13,0321293016402;14,6;14,6;14,6;24,1;49,1;1,00096966918124;2000
"BI[3,2]";10,5615;11,6579775935101;6;6;6;6;38;1,0009124120621;2000
"BI[4,2]";4,843235;13,2567760915293;0;0;0;0;32;1,0097874738245;2000
"BI[5,2]";50,05678;21,9398849155287;32;32;38;64;96;1,00193671429305;1300
"BI[6,2]";70,1682;20,7207652951625;57;57;57;82;120,024898991252;1,00075239197625;2000
"BI[7,2]";40,663035;17,00361688678;32;32;32;41,5;82;1,00107526770887;2000
"BI[8,2]";36,065155;13,389169100455;32;32;32;32;63;1,00196702460447;2000
"BI[9,2]";38,42765;11,2259182741568;34,5;34,5;34,5;35,59;64,0124526360199;1,00148279004184;2000
"BI[10,2]";28,83543;11,6875738374655;25;25;25;25;55,1;1,00270614890135;2000
"BI[11,2]";21,644465;14,9772359937601;9,5;9,5;19;28,5;53,5;1,00192229273145;1900
"BI[12,2]";29,154055;12,6919553250065;25;25;25;25;56;1,00272533321327;2000
"BI[13,2]";61,193455;10,8491132698641;57;57;57;57;89;1,0042657296004;1400
"BI[14,2]";37,331255;13,1434191635446;32;32;32;37,1;64;1,0040570211711;1200
"BI[15,2]";44,35577;9,70568254394934;40,5;40,5;40,5;41,59;68,707484079594;1,00192261766342;2000
"BI[16,2]";13,08309;9,58321100772121;9,5;9,5;9,5;9,5;39,6;1,00246165668143;2000
"BI[17,2]";28,629595;10,8265713459768;25;25;25;25;55,1;1,00013110115108;2000
"BI[18,2]";13,524;14,2826383409715;9,5;9,5;9,5;9,5;40;1,00057058366243;2000
"BI[19,2]";98,929615;24,2428687895087;66,5;91,5;91,5;116,5;151;1,00098117475107;2000
"BI[20,2]";3,40396;10,5680125360868;0;0;0;0;25;1,03409829148161;2000
"BI[21,2]";32,17418;13,1246319228066;26,09;26,09;26,09;32,09;58,09;1,00187355793264;1900
"BI[22,2]";16,091575;14,9875224231213;11,1;11,1;11,1;17,1;42,1;1,00072581986705;2000
"BI[23,2]";16,042155;18,4558510674878;9,5;9,5;9,5;15,5;46,6;1,00342179104149;1200
"BI[24,2]";5,054605;15,2840498079939;0;0;0;6;31,5124999999999;1,01501662042425;2000
"BI[25,2]";9,869255;15,4724920035326;5,1;5,1;5,1;10,2;36,1;1,00149180689612;2000
"BI[26,2]";29,072995;10,7118834620072;25;25;25;30,1;55,1099647780288;1,00285455888021;1400
"BI[27,2]";10,776035;13,980998801678;6;6;6;12;37;1,00152682549582;1600
"BI[28,2]";22,526365;11,7210675217191;16,59;16,59;17,68;23,68;48,59;1,00108436545645;2000
"BI[29,2]";3,537685;11,9183325224558;0;0;0;0;25;1,05335369714002;1800
"BI[30,2]";3,595925;12,3758445735563;0;0;0;0;30,5;1,01015985616441;2000
"BI[31,2]";48,489685;14,5997305700185;40,69;40,69;40,69;50,19;78,7049445215373;1,00095544847426;2000
"BI[32,2]";3,761305;12,4278749665848;0;0;0;0;30,5;1,01658595311979;2000
"BI[33,2]";3,47697;10,5407003657823;0;0;0;0;25;1,04434116390646;980
"BI[34,2]";3,445805;10,3550396800478;0;0;0;0;26,09;1,01620002375235;1100
"BI[35,2]";3,53873499999999;10,270960693458;0;0;0;0;25;1,0642322589178;1700
"BI[36,2]";19,71669;10,3684045277044;15,5;15,5;15,5;21,5;45,6099574821931;1,00096824859811;2000
"BI[37,2]";3,181665;10,5347039432231;0;0;0;0;25;1,00032554617118;2000
"BI[38,2]";3,613925;11,2787508641208;0;0;0;0;25;1,01096811624719;2000
"BI[39,2]";3,66689;12,7017732758098;0;0;0;0;26,1652499999996;1,00041635406412;2000
"BI[40,2]";3,702035;10,4708824842404;0;0;0;0;30,1;1,01604384094847;1900
"BI[41,2]";9,44689;9,63534370700271;6;6;6;6;31,0267934414226;1,00221134654529;1600
"BI[42,2]";3,34961;11,1513431287307;0;0;0;0;25;1,00862615235863;2000
"BI[43,2]";14,967265;11,8406644930762;10,59;10,59;10,59;16,59;41,09;1,00016525419956;2000
"BI[44,2]";3,260475;10,1091608796785;0;0;0;0;25;1,01661482660062;2000
"BI[45,2]";29,81123;17,0848376031223;14,6;24,1;24,1;33,6;58,6;1,00247532361377;1000
"BI[46,2]";75,17199;24,3938721103922;39,6;64,6;74,1;89,6;124,1;1,00192516508781;1300
"BI[47,2]";75,3905;24,481732452217;34,5;59,5;69;94;128,5;1,00205800894941;1200
"BI[48,2]";14,219185;13,5979184171114;9,5;9,5;9,5;15,5;41,5;1,00683218927836;640
"BI[49,2]";3,341945;11,1079160992067;0;0;0;0;25;1,02161540431372;2000
"BI[50,2]";28,516255;10,0375611949491;25;25;25;25;50,0269644906176;1,00206027204306;2000
"BI[51,2]";3,68894500000001;11,813726613784;0;0;0;0;31;1,02446988336033;1800
"BI[52,2]";3,76474;14,7965637051694;0;0;0;0;25;1,07708764366424;2000
"BI[53,2]";13,408745;15,8496432347958;9,5;9,5;9,5;9,5;34,5268388203978;1,00555061230057;2000
"BI[54,2]";43,711175;13,7833206098127;34,5;34,5;39,6;44;75,0248389123919;1,00322782100324;1200
"BI[55,2]";3,47919;10,9301374417774;0;0;0;0;25;1,01668741055002;2000
"BI[56,2]";4,24902499999999;15,0307468901386;0;0;0;0;31;1,00940677485608;2000
"BI[57,2]";3,49533;11,2578688123552;0;0;0;0;30,1;1,01624941429194;2000
"BI[58,2]";3,454405;11,3228838020519;0;0;0;0;25;1,01937478041889;2000
"BI[59,2]";3,325655;10,5845003564113;0;0;0;0;25;1,00881119363627;2000
"BI[1,3]";67,177945;110,639937598151;0;0;0;160;345;1,00158669929882;1600
"BI[2,3]";399,423035;171,160764220785;184;344;368;504;824;1,00551870713393;460
"BI[3,3]";252,631455;116,633708343661;169,5;179;188,5;339;527,537448112515;1,00146051326002;1700
"BI[4,3]";84,4189199999999;94,4101348220203;25;25;34,5;185;345;1,00125217609454;2000
"BI[5,3]";328,877665;154,567647702733;160;160;320;480;649,5;1,00022843009028;2000
"BI[6,3]";348,887985;162,795720576768;169,5;169,5;329,5;489,5;684,383282034539;1,00036426168799;2000
"BI[7,3]";343,022065;156,978173179944;169,5;178,874868850486;329,5;489,5;674,5;1,00177862127672;1400
"BI[8,3]";249,65632;95,1846071278054;194,5;194,5;194,5;354,5;514,5;1,00027567453198;2000
"BI[9,3]";251,374505;102,758287136574;185;185;194,5;345;529;1,0015790812976;1900
"BI[10,3]";253,400425;117,002929819996;169,5;169,5;188,5;329,5;523;1,00135677930486;1800
"BI[11,3]";61,4413;105,012628363774;0;0;0;160;329,5;1,00104299567975;2000
"BI[12,3]";60,17901;100,46467882677;0;0;0;160;320;1,00302407060555;2000
"BI[13,3]";57,473755;96,0757924328278;0;0;0;160;320;1,00094587169311;2000
"BI[14,3]";102,066315;108,677579720188;25;25;50;185;370;1,00053705050119;2000
"BI[15,3]";62,464615;108,865505526306;0;0;0;160;320;1,0033712688169;2000
"BI[16,3]";67,6583100000001;107,120864471618;0;0;9,5;160;334,822499999999;1,00473937545308;780
"BI[17,3]";64,86191;105,833392424262;0;0;0;160;329,5;1,00017237982512;2000
"BI[18,3]";61,91859;106,702857140157;0;0;0;160;329,5;1,008097609159;790
"BI[19,3]";56,562275;95,2522814983433;0;0;0;160;320;1,00494727549361;800
"BI[20,3]";88,157815;101,159418131552;24;24;24;184;344;1,00065003956635;2000
"BI[21,3]";248,68523;102,530744890843;185;185;185;345;505;1,00274299598724;910
"BI[22,3]";77,6164949999999;93,2472335340073;24;24;24;184;344;1,004177454504;600
"BI[23,3]";85,99666;97,7495139629066;25;25;31,2489999839995;185;345;1,00245042321195;1000
"BI[24,3]";70,724965;111,19957794554;0;0;0;160;329,5;1,00791698201138;1200
"BI[25,3]";294,333665;141,453528844031;169,5;169,5;329,5;339;649,5;1,00254978877154;980
